Title,Release_Date,release_year,Vote_Average,Popularity,Vote_Count,Original_Language,Genre,genres_list,main_genre,Overview,Poster_Url,combined_features
The French Dispatch,2021-10-21,2021,7.2,86.512,1270,en,"Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']",Comedy,"The quirky staff of an American magazine based in 1970s France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",https://image.tmdb.org/t/p/original/6JXR3KJH5roiBCjWFt09xfgxHZc.jpg,"comedy drama romance the quirky staff of an american magazine based in 1970s france puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef."
Wrong Turn 2: Dead End,2007-08-25,2007,6.0,86.411,990,en,"Horror, Thriller","['Horror', 'Thriller']",Horror,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,https://image.tmdb.org/t/p/original/n5Re2ywnpqwAXTin8W5j3lqSwc7.jpg,horror thriller retired military commander colonel dale murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote west virginia wasteland. but the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!
Ant-Man and the Wasp,2018-07-04,2018,7.0,86.333,10886,en,"Action, Adventure, Science Fiction","['Action', 'Adventure', 'Science Fiction']",Action,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",https://image.tmdb.org/t/p/original/eivQmS3wqzqnQWILHLc4FsEfcXP.jpg,"action adventure science fiction just when his time under house arrest is about to end, scott lang once again puts his freedom at risk to help hope van dyne and dr. hank pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission."
The Equalizer,2014-09-24,2014,7.2,86.184,7098,en,"Thriller, Action, Crime","['Thriller', 'Action', 'Crime']",Thriller,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",https://image.tmdb.org/t/p/original/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,"thriller action crime mccall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. but when he meets teri, a young girl under the control of ultra-violent russian gangsters, he can’t stand idly by – he has to help her. armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, mccall comes out of his self-imposed retirement and finds his desire for justice reawakened. if someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, mccall will help. he is the equalizer."
Bartkowiak,2021-07-28,2021,6.3,86.054,124,pl,"Action, Thriller","['Action', 'Thriller']",Action,"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident.",https://image.tmdb.org/t/p/original/kOVko9u2CSwpU8zGj14Pzei6Eco.jpg,"action thriller after his brother dies in a car crash, a disgraced mma fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident."
Orphan,2009-07-24,2009,6.9,85.863,3998,en,"Horror, Thriller, Mystery","['Horror', 'Thriller', 'Mystery']",Horror,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",https://image.tmdb.org/t/p/original/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,"horror thriller mystery after losing their baby, a married couple adopt 9-year old esther, who may not be as innocent as she seems."
Dinosaur,2000-05-19,2000,6.5,85.838,1972,en,"Family, Animation","['Family', 'Animation']",Family,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,https://image.tmdb.org/t/p/original/rSje3FS7ycJSglowlngjsvDt7vO.jpg,family animation an orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.
Knock Knock,2015-06-26,2015,5.3,85.815,2446,en,"Drama, Thriller","['Drama', 'Thriller']",Drama,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",https://image.tmdb.org/t/p/original/cUC4rUb1Cs2KMaZ6RD4uYUEEwls.jpg,"drama thriller when a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. what starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse."
The Croods,2013-03-15,2013,6.9,85.795,5882,en,"Animation, Adventure, Family, Fantasy, Comedy, Action","['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy', 'Action']",Animation,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",https://image.tmdb.org/t/p/original/pBn3zbixFgX11lZ84KJgLoELfYd.jpg,"animation adventure family fantasy comedy action the prehistoric croods family live in a particularly dangerous moment in time. patriarch grug, his mate ugga, teenage daughter eep, son thunk, and feisty gran gather food by day and huddle together in a cave at night. when a more evolved caveman named guy arrives on the scene, grug is distrustful, but it soon becomes apparent that guy is correct about the impending destruction of their world."
Brother Bear,2003-10-23,2003,7.2,85.736,4438,en,"Adventure, Animation, Family","['Adventure', 'Animation', 'Family']",Adventure,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",https://image.tmdb.org/t/p/original/9VvLgj28J5m04y5gO0mt5np4yF8.jpg,"adventure animation family when an impulsive boy named kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. his courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub koda, hilarious moose rutt and tuke, woolly mammoths and rambunctious rams."
The Power of the Dog,2021-11-17,2021,6.8,85.664,1320,en,"Drama, Western","['Drama', 'Western']",Drama,"A domineering but charismatic rancher wages a war  of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light.",https://image.tmdb.org/t/p/original/kEy48iCzGnp0ao1cZbNeWR6yIhC.jpg,"drama western a domineering but charismatic rancher wages a war  of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light."
We Bare Bears: The Movie,2020-06-30,2020,7.9,85.636,709,en,"Family, Animation, Adventure, Comedy, TV Movie","['Family', 'Animation', 'Adventure', 'Comedy', 'TV Movie']",Family,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",https://image.tmdb.org/t/p/original/kPzcvxBwt7kEISB9O4jJEuBn72t.jpg,"family animation adventure comedy tv movie when grizz, panda, and ice bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to canada, where they can live in peace."
Baywatch,2017-05-12,2017,6.1,85.567,6856,en,"Comedy, Action, Crime","['Comedy', 'Action', 'Crime']",Comedy,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",https://image.tmdb.org/t/p/original/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,"comedy action crime devoted lifeguard mitch buchannon butts heads with a brash new recruit. together, they uncover a local criminal plot that threatens the future of the bay."
Creed II,2018-11-21,2018,6.9,85.44,4108,en,Drama,['Drama'],Drama,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",https://image.tmdb.org/t/p/original/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,"drama between personal obligations and training for his next big fight against an opponent with ties to his family's past, adonis creed is up against the challenge of his life."
Bad Trip,2020-09-26,2020,6.1,85.312,351,en,Comedy,['Comedy'],Comedy,Two pals embark on a road trip full of funny pranks that pull real people into mayhem.,https://image.tmdb.org/t/p/original/A1Gy5HX3DKGaNW1Ay30NTIVJqJ6.jpg,comedy two pals embark on a road trip full of funny pranks that pull real people into mayhem.
